"Author","Bar","Ctrl","Goal","V5","V6","V7","V8"
-0.240710046599473,0.948631385219043,-0.846371869310852,-1.72079220394323,0.968573178468141,-1.26522587568545,-0.915170626944556,-0.674030997984485
-0.552146218390615,0.82059059851034,0.0723749432791602,0.109342634467067,-0.522161491777473,-2.01619093911099,-1.6879041762262,-1.03905005947824
1.23928965784346,2.40192675912006,0.639529226287474,0.379621024407657,0.220944414196546,0.313688467456237,-1.23465046259103,0.460664178553979
0.367491366771888,1.44135990718709,0.703400676361124,0.658464078766294,0.947738401888748,0.271724510486091,-1.60249656888277,-1.65138583233027
-1.95740974355316,-0.30654282987185,1.11287033191172,-1.87809553439744,0.304100261532445,-2.29855775529282,-1.74105726664823,-0.366798784975526
0.0303322900046935,0.12488569314524,-2.38005040498083,-2.3620328725622,2.0407797140201,1.9153365765273,0.583439456236114,1.26559511762314
-1.11616947745405,0.174782880528008,0.136770102562083,-0.238884166077125,0.200226536789261,-0.326987554591807,-0.25862969319479,0.0513257062397514
0.0890325207559685,1.27693997025632,0.815307176668001,1.55913858433518,-0.116588681390451,-0.605037900842316,-0.555330783912312,-0.135855283754119
0.351900555384931,-0.0934939723102182,0.0523804459169257,-0.340115147170577,0.476737665160439,-0.593991359881258,0.0138990664046683,0.311616348395896
-1.11666277815002,-1.2662721898897,0.269337261438046,-0.94496110491235,-1.27578264168258,-1.1028075826086,-0.117649536459375,-1.14254067650096
-2.57172047407657,-0.678205992084099,-0.551534548501148,-0.292708894810263,0.785405605750513,0.0282761894808766,0.766918603209395,-0.188423711194021
0.0649241005671803,-0.953125684382579,1.81233829367577,0.813629986262993,-2.11061153298253,-1.48234373224809,-0.80315799281463,-0.560507474978781
-1.49672331241613,-2.62503366460835,-1.46722545578724,-0.733341978703448,-1.53291197259813,-2.73159518906416,-0.620209626824922,-2.44774470784306
-0.815494487468724,-1.18055400061107,-0.880138250022654,0.175917092021586,-0.613755857048773,0.531728211386174,0.768613232337517,-1.46126109920388
0.62143532931111,-0.00581454369683643,0.432118845474863,-1.12129787047577,0.451420311763417,1.11948780533095,1.0993881477517,-0.399471103826544
0.412223346739299,0.27754385681641,-0.997410699611217,0.179496494897332,-0.75139387813503,-0.442042518267847,0.305453638894264,-1.1943165246451
0.67510134927042,0.452560755551283,0.845742311386002,-0.198366267516125,1.65720508375469,2.61296226801155,0.468447482810951,0.413282800552321
0.313760447104848,-2.81462051446894,-1.50433514190334,1.38562344205518,-3.42159570399634,-4.24929784650098,-1.93715463501331,-0.270206817318242
1.00591704867976,-0.127697910821031,-2.13578518269183,1.35967634733136,2.75778341217107,4.97450702719447,1.54548804933528,1.07209202770943
-0.468669947675246,-1.67790303493676,-1.60964033410453,-0.166479484473475,-0.577160283310899,-1.84804939630818,0.164767921176295,1.1807179403975
-0.852134190879215,-1.14817189149665,0.488899417684275,-0.401270630072835,0.132751678507105,-1.89866998691636,-3.44397128646382,0.25784819481624
1.29202194355486,0.487897661047035,-1.47074469261118,-0.204135837784253,-0.3842235779192,0.979914836918706,1.69399068635074,0.768126715896195
1.78176631486181,0.646082305832554,-0.760496158952923,0.228018385422375,0.277447193774782,0.345984494921734,-1.64252948037267,-1.50940287516085
-0.719910167377247,-1.37214202850408,-0.568289481367457,-1.99983959047503,-1.91408558268475,-2.219377846501,-2.57826787581657,0.585976829275873
-0.765573966437227,-0.318930304428054,1.05313829073672,-0.265248562834743,-0.83410276181342,0.124157632216638,0.186227637528143,-2.37768369474572
-1.02623616755956,-1.74944574445939,-1.27669530638196,-0.118145867464408,-1.76083222242601,-2.7626415319596,-1.53934214668516,-0.291926418327652
0.363672998755223,0.0951797656939832,0.102464213183187,0.215755651973722,0.643312843408135,1.61646984381938,-0.0949355838773036,-1.28247456591641
