"","Author","Bar","Ctrl","Goal","V5","V6","V7","V8"
"15",-0.48941626898291,0.0521002325482493,-0.346452194408632,1.54255379155981,1.7551671485558,0.535149136235797,0.769126737037675,-1.03733715736918
"19",-0.670524991270412,0.506521431401395,0.682031784813106,0.416622138665539,-0.674511145534289,-0.729342247684722,-0.143392187119095,-0.928627091222668
"40",-0.320137721885956,-1.28298671855417,-0.195828822590812,0.861538987370727,-0.606656777505531,-0.439602965191203,-0.305150012266464,0.859552529960803
"45",-0.186079818513378,0.994907307241509,0.85791672432811,0.0663123766595386,0.926362085342501,2.31545023598293,0.616884421289265,-1.27085012184465
"54",-0.752473400155971,-0.794843850811006,0.57180096855852,-1.311038294531,-1.06100889219034,-1.26345852338415,-1.22783109314119,-0.409187861688148
"55",-0.899209326465472,1.32984862237711,-0.988946569285964,1.25239853858317,1.07594987513032,0.981135108668452,1.73508204925702,0.985949345594658
"60",-1.19715290597968,-1.89954822714946,0.552470475875327,0.302071101909058,-0.725322920310177,-1.1927470747022,0.0185832246170374,0.261760445582795
"69",-0.599355756080099,-1.21106002680075,-0.453484573827045,0.679447022247959,-1.76989946721671,-2.22984725530842,-0.0721362702860663,0.548252054119164
"75",1.56915428010847,0.954787545728045,-1.25743514153159,0.0203340913099282,0.319508419156971,1.80175934237451,1.76932015899883,-0.101539705299899
"96",1.11078186989217,0.218649841299481,-1.46335527200526,0.399641812096354,-0.277979875935252,0.96362741377444,1.08805512947379,-0.282539407734551
"130",0.411001127921732,1.35586486708081,-0.727528580965264,0.268072862410522,1.49817384982696,1.17372341399637,-0.17196025222209,-0.772572924351396
"132",0.71530437729135,-1.34481424777294,-0.873985623974381,-0.0442852483857505,0.236701417392397,1.60619786703472,1.45623834350273,-0.855193691888463
"137",-1.2851320758276,-1.4807593387218,-1.56223390361698,-0.858680462554888,-1.1484481119956,-3.23099271350378,0.0614527884316522,0.123058306003883
"139",0.24041125363909,2.55825008924739,0.412344585216032,0.279024363101704,1.86464021681462,2.67864853841646,3.0726530177645,-0.227302886745114
"148",-1.80512821523139,-0.903533429147966,-0.0129378463413909,0.506221459440584,-1.1305194607895,-1.25318149538758,-1.2734312021101,0.22992674060343
"158",-1.31145037529421,1.48807706639987,0.327650785887429,0.667507838393348,1.33852291763178,1.25260042076179,0.59088458199199,0.630766891341218
"161",0.530044275739477,-0.392486365300735,-0.0413610844865211,-1.12262359921498,-0.251139169360935,-0.442556722968901,-0.734454326748045,1.7831485786216
"173",-1.06341681408661,-0.751847039849623,0.7413155534381,1.07399153033265,-2.09564678885775,-3.06674717597103,-2.2555787424309,-0.474183713842001
"176",1.38153446008232,-0.513803857746675,-1.85169806863011,-0.281738415379571,-0.657294687273377,0.809291209076299,-1.28535879423495,0.81169107886223
"186",-0.126007740597846,0.00664883566285588,1.08383324161208,0.414691119673046,-1.52139633348014,-1.22577112739991,-1.50606342633225,-0.444139812429437
"189",0.333922527139826,-0.71308883083602,-1.83567385607705,0.448921744420619,-0.804224644531972,-1.66064118300234,-0.491982240621675,-0.702459066046934
"193",-0.764635712249174,-0.580382894678582,-0.768579267066217,-0.86945335607016,-0.553563970616539,-1.1468509993253,-0.208106742834433,2.1561817189248
