"","Author","Bar","Ctrl","Goal","V5","V6","V7","V8"
"17",0.927601730942118,0.995812143953291,0.609329342570803,0.280577770792682,1.62511896185933,2.22924212728366,1.83302263752446,2.07902115067569
"22",0.0266781021454942,0.883221621655691,-1.84870100030405,-0.128002868949047,-0.234103045061895,-1.69078750074815,0.910285850163118,1.60948733102891
"41",1.87459017782039,0.739890967948915,0.671377963294701,0.0394961672637569,0.211227858229743,2.36182302137418,2.33101392764958,0.742381201461268
"58",-1.55808971346725,-1.72577509078507,0.2546720007981,-0.141317840028388,-2.09122112511914,-3.73457871591936,-1.386719769725,-1.8297083288088
"62",-1.09037331809944,-0.276094392305179,-0.977870359631413,-0.649750847415538,0.78441987345897,0.814933854452073,-1.65695571398769,0.867112543004205
"74",0.218102630427358,-0.0114687968446716,0.825260295901111,1.16587256717688,0.776034669130695,1.70160057767516,-0.114763323288985,-1.04787251874572
"77",1.97895921311152,1.27585522743639,1.01559712852604,0.37056499209847,0.382297217813901,3.01995325586685,1.53144586299149,0.546471102832769
"78",-0.515042089066452,0.891566851473067,0.0771784408185389,0.301216569086098,0.692435800112835,0.0461081547564337,-0.364850510164146,0.571864414572123
"103",-0.479228075174701,-1.03999852110367,2.04448197568054,-0.73042468898801,-2.56735555616311,-3.36370436133524,-0.989630340286408,1.31897960798532
"115",1.61875256196242,1.61279034696861,-0.920388963476299,-0.184252826479427,0.253229111379224,0.877564960726897,-1.79702521078679,0.764908153663008
"141",0.425386173066324,0.985523342486349,-0.0140367828237266,1.10075953352794,0.283439398887181,-0.959856129812709,-0.605206056324322,0.222658974536676
"162",0.112281681878395,0.735320805270733,-0.46387335485656,-1.68145096516299,-1.16998686364727,-2.43171380558606,-1.43106887155041,-0.255101770070022
"163",-1.40445599953981,0.538041018923814,-0.634411562651935,0.855608986280386,1.83445516556289,0.313783195206505,-0.0618383157453626,0.440515900085108
"195",1.0305640046051,2.58065214165611,-0.942498657115932,1.4399996709762,3.36966144513097,3.68881526741512,1.19323801916136,1.51389595160585
"197",-0.403176502662451,1.53127129872267,-0.684374352229758,-1.14713231479981,1.34110420565832,-0.292277932221069,1.9101942634631,-0.254318706225364
"223",0.17893191824072,-1.54952226924271,1.66344772041545,-0.8959910897894,-0.78184613107811,1.80455399976669,3.22744802699368,-0.625704748017872
"235",-2.01933874151361,-0.580023588107229,0.94205921337986,-0.0511595179716283,-0.722843860595784,-0.989770024537903,-1.53288493299405,-0.118374930467073
"250",0.492092106452191,0.836151732243074,0.375558641683532,-0.778145014701833,0.596435201693522,2.16243595781836,1.15813886135489,-0.122546048094904
"251",-2.74140782251791,-2.18354584318624,0.529940396957232,1.96564788651784,-2.50094246097279,-1.52886234571367,0.0594392313647378,-1.73380599017937
"259",-0.594519657664921,-0.340163980438284,-0.0545661326152099,-0.236573521941814,-2.24726049841337,-2.29942618654246,-1.79332314735545,-0.192180776517258
"275",0.986491786759148,0.735292598363667,-0.231379125305439,0.942640146328515,-0.0280478243270598,0.587181046993066,-1.59620649195622,-0.347919018431012
"289",-1.46590474106474,-0.442551532621343,1.16672931434197,-0.224855405427097,1.4475317346387,-0.666875522781201,-0.571118111527445,0.190933305720733
"290",-0.0144687286723036,-0.45670168516208,1.67348830987132,-0.0254576525356361,0.308993860691886,-0.356823444052656,-0.326051254661777,0.723628399502044
"292",-0.848293979600389,-2.25034330043046,-1.42202235064612,-0.101005000634511,-0.454771264990895,0.0922248305435861,-0.354611997629227,0.212365651895924
"293",0.0520811379468557,0.261968792995928,0.740047733980634,0.105440737830111,-0.962077740886086,-1.02026002256365,0.145682369378313,-0.123296650268773
"309",-0.913609401833534,-1.00933330732319,0.0149575865197931,-0.859109427200034,-0.750216404800458,-2.00941629254485,-0.591006615006955,0.5606311389907
"318",0.34111510960662,-0.388334489153766,-1.07953954001815,0.698694660107357,-0.927101867380501,-0.152239550085362,0.750440402774369,-0.895274746362629
"334",1.62184805423514,-0.758642413226292,1.68109346988914,-0.348542090380274,-1.15934214911469,1.11450064321337,-0.523515898538629,0.00132429530563297
"337",-0.00993359989865776,1.59390132730251,-0.554009609941187,0.0228652022812719,2.22658759419074,2.83052224413389,0.700986744708147,-1.68466526711267
"368",0.195513681310816,1.52930869769565,-0.0890607226541659,-0.000849481666888382,0.862746382389829,-0.236066060800324,-0.251313984580257,-0.209610433882199
"376",-1.37127510303152,0.822709900586076,0.769876657121721,-0.443648413123876,1.90983982247027,-0.0940006014779773,1.22371486880382,-0.467957513049367
"384",-1.97027352894889,-2.06537886393354,-0.260668282452182,-0.199748694224586,-0.1236146568149,-0.911507375152358,0.254057764678645,-1.52973277699899
"388",1.61078150135275,-0.590678261799968,-0.314128596874938,2.18566382213945,-0.542238599981016,0.324202080718137,1.13492119515735,-1.67637171162138
"389",-1.27543351470395,-0.943264408502375,-0.874757078160028,-0.364176697383342,-1.45536061715123,-0.711785304335509,-2.36759869277385,0.138164267846089
"429",0.950513220138804,-0.508669509137145,-0.718105346891773,-0.405025364842062,-1.55227028600322,-1.84242831222685,0.461031095724417,0.22226733659267
"432",0.783429914809037,0.878853526158722,0.268945702228615,-0.369884727025426,0.169660512122367,-0.294005399022575,-0.677237102643934,-1.25573240516305
"437",0.37631455965941,-1.257198010442,0.691210253060403,0.492282028508835,0.171924978381286,1.40298597328491,3.0718556613828,0.836641414422698
"443",-1.42082651699607,-0.593463599287954,-0.287703434210533,0.878264785584398,0.3651710581484,-2.40850644512936,-0.680609344638015,0.245200327058393
"449",1.16819641300653,0.582891463937542,-0.0585315335306759,0.397146899795931,0.519103846543348,0.911666803967694,-0.0509674744955023,-0.261724764562679
"455",0.200369507164028,-1.3149114849229,-2.00475696160829,0.0771171379522002,-0.400758001074954,-0.140709417747777,-1.00490527479615,-0.470447347912754
"456",0.294879098374129,1.37950233346696,-1.91111819706205,1.60701005521749,1.66285654698588,2.21139999564717,1.96963753040928,-1.0726472676815
"460",-0.800915669206314,-1.86279540794058,0.220036960575248,-1.72928493997107,-0.160099365685295,-1.16858076408832,0.0390161257558259,0.800690551334461
"463",1.48400031961129,1.0684928017302,-0.0352002745840257,0.0849034198955028,0.323947329439865,2.30625350541917,2.03182321241287,-0.346915764836882
"470",-0.144814945518335,1.07046644411552,-1.17296013854682,0.998118895872699,-0.328636809831589,1.55362121832767,-0.197681848526529,0.290460852342296
"471",-0.586139524756413,-1.08824621276886,-0.156319806609353,1.71146878603111,-0.429607488472325,-1.01689401284176,0.640013091801459,-2.02610814700464
"472",-0.383512559388038,-1.41261202809828,-2.1473528300459,-0.852108320420521,-2.02101927126463,-3.43522866278442,-0.721346757148434,-1.17831444708527
"482",0.901356243756619,-0.718571163320879,0.762131387273515,-1.12663448951361,-1.60392745550699,0.480458775435059,0.118723699476766,-0.938562849766133
"486",1.15140002790532,1.14259569732875,-0.737753791346067,0.34273523851068,1.13158787624855,3.03640492180302,0.348069992703573,2.9084088473638
"498",-0.0117921774412964,0.402926102669101,-0.704551143708971,-1.03838796588706,1.58847009844221,1.74207158467552,-0.906242094769523,-0.233502904413837
"502",0.49574809429299,0.599642897899918,1.10693697151237,0.175576289309679,-2.8752124884236,-3.55901146699559,-0.463275033994012,-1.39443110423016
"514",-0.890115169438086,0.53924357984485,-0.064795810425981,1.17427323161899,2.04428289806342,0.779072337986912,1.55547109278887,1.58521961097957
"520",-1.61999710002615,-0.117245855333275,2.16441591402173,0.654954040491088,0.103469823111555,1.29768483406889,-0.527172419001127,3.19834782862503
"548",0.521378058081742,0.56388255089317,0.854692048080818,-0.391615292727698,0.746144156285424,0.160627763289658,-0.702901600676837,0.127615567160682
"557",-1.04739204674579,-0.408364553954174,0.645635311879828,-1.56575852587671,-0.876333120177627,-2.63406815958191,-0.961095121485188,-0.537925961925039
"599",-0.449055396483835,0.376205908704793,-0.077024400598079,-0.529195504519424,1.37607095262296,2.37500644418418,0.623506632667109,1.67680765929258
"603",-1.1115441003639,-0.575995632199682,-1.47909772755589,1.17328627925314,-1.26013258296755,-1.80360909815008,-2.07839354595749,1.30740932663682
"608",0.11387200109389,1.1371773384916,0.824590626458929,1.03959424076752,0.900805497748773,0.424905362328644,0.555730420012069,-0.235942285238948
"612",0.0268333510248743,-1.55619128081286,-1.24894705256856,0.776653334469173,-1.40271951934805,0.203428382225272,-0.0511088465996336,0.277584341872977
"615",-0.210566661070719,0.697916112156489,0.0598258298214172,-1.11367421551482,1.85908154299132,-0.320867409168448,0.585031643500394,0.741101493094803
"620",1.23426190941632,-1.21531375569557,-0.522898745665708,0.320683864875783,0.0432303756455076,2.31877812659877,0.544607693340974,0.0696364865278032
"627",0.780582085572622,0.845127078479126,1.11927604637969,-0.580826127700646,0.826326643938172,1.72274933800381,2.36128834754164,0.548369755273028
"631",-0.396651303383639,-0.781284313393548,0.0726370746370558,0.986867429766523,0.389664199701649,-0.182809589590899,1.10515178598248,-0.451135893019653
"657",0.0765536640228641,-0.392351450845788,1.47089679182358,-1.15586535086437,0.824992734198288,1.05442280685677,0.209462453649817,1.61694527721042
"677",-1.73688935377459,0.839740790106841,1.20988245035723,-0.741210318081785,1.27522595644548,-0.818300130559806,-0.582632824875777,-1.43886424699727
"680",0.192284308540587,0.0544579847675087,-0.34706456016426,-0.0396310690606067,0.162178222832851,1.08703030367218,0.632407845360623,-0.00602433447244814
"710",0.911896455771271,-0.473473244466693,-0.163415727705561,0.267280948913327,-0.673463968653115,0.935733645389147,0.241978533140224,-1.1626149396247
"719",-0.533528396864101,0.728133952404774,0.480675946404729,-0.242329956092059,1.09858232056727,-0.3079729075172,-0.0665835507587624,-0.401488990379725
"724",0.427320807165225,2.29090678060312,0.943742616070839,-1.64629858892187,1.32797855711502,1.78431073517016,0.433925095527628,1.96156985838914
"735",-0.326141018064199,-1.54874383414824,-1.4446722114921,-2.46213626850419,-3.18181460789091,-1.83149934870642,-2.23515084779621,-0.0239150022066142
"744",0.500030748865661,1.83415024286756,0.472651471246326,0.20836891704592,0.660573468630407,4.11152534372227,-0.513108309187846,-0.742473630604883
"745",-0.337113124349134,0.0182674981744439,1.08698199516146,0.110819612066869,0.434139023129526,-0.857155948648275,0.283533448099252,0.546543886233723
"753",0.881428785861147,-1.3889920912734,-1.47678501745165,-0.297066189827015,-1.33603347192313,0.241984120382802,0.291731869816754,-0.273380550824415
"784",0.385217863601918,0.384636105407183,-0.0333726768774706,-0.492220667435618,1.34857577207654,1.83475796785167,1.41491672707699,-0.405929181232407
"809",-1.51408223358786,-0.516207818513602,-0.527447365589624,-1.0013422316079,-1.39472605697727,-1.88100732166747,-0.828713388485321,-1.50403167072312
"819",-1.22856369181115,-0.738645276960958,-0.912252380592943,1.38832702025278,-1.09969211391751,-2.58904378153857,-1.47019925698922,-0.485871699486878
"864",-1.6185501769764,-0.393504302765195,-1.43098729763799,-0.329213776675205,-2.15986134499245,-2.39024542490481,-0.968794789505775,-0.81416377059471
"882",0.987443473888105,0.849390700838966,0.161747752613602,-0.19635504033273,0.0286918792780934,-0.668372302381041,0.78421532377897,-0.611741176977797
"890",-0.217601898019147,-0.295897330250292,-1.15075827010519,-0.780193863059054,-1.0883185860574,-1.37125461167858,-0.84647657192249,-1.20976577148657
"921",0.591973211039607,-0.869878850795099,-0.796207669827386,-0.684210614497909,-2.07403000428188,-2.68094622425416,-0.0565079771304074,-1.2119747001609
"926",-0.127065982655246,0.144859199395108,1.48954333634872,0.175412549356945,-1.3990042326253,-1.51982930890872,-0.616988201799068,-0.598646198761966
"954",-0.812825360595226,0.93634545634976,2.16793678685127,-0.445718179308281,1.29938369524649,0.44472303765261,-0.285704436388505,-0.134478929898242
"968",-0.438357551511301,-1.56700698039588,-0.893661052248045,-0.316178436353478,-2.39595995117053,-2.4401118336276,0.19893288909409,-0.13072204011861
"972",-0.381937361898428,-0.166599234721763,0.334086874933208,-0.130082138784005,0.924620667529338,2.25212160265853,1.03402455742291,0.22234496399822
"974",1.07524828515382,0.371297962507695,0.314938647969837,0.156359188346365,-0.291013482670703,0.0635902052459097,-0.213159977541408,0.18632935736328
"978",1.11116328348929,0.0446712405651858,0.765358037000279,0.521914839970677,0.685480131466067,-0.369798463594912,0.62839924010787,0.192933761828925
"1001",1.23096628627555,-0.644226453921957,-0.0427728151843268,-0.631115296826963,-0.10412135436776,0.682102147095846,-0.462999042218764,0.238300285574687
"1013",-0.131173878572373,1.21574679076333,-0.934572172131316,-0.114499451955194,0.544098624209246,0.477080876120172,-2.48427188834417,1.45123080698612
"1042",-0.80190456468491,0.158225296060054,-0.0460977441769491,0.481889922816515,-1.46514941847236,-1.04065297386515,0.603078391444435,-1.90206451108365
"1055",1.27976626358643,-0.404659099948795,-1.58727553490832,-1.61209844298321,-0.663040764232079,0.729786585497694,1.33305564076498,1.11666959193931
"1058",1.09952170159245,0.321588386187204,0.239317217402033,1.78164883249968,0.832384281867468,1.60047688630577,0.753805779458611,0.412340360547503
"1061",-0.378795146259565,-0.319140065863989,0.395943629225526,-0.669372898003971,0.36547860439024,1.22570073722174,0.655589857153596,-1.0271602337229
